id,cost
1,8.74053791279378
2,8.70863224321701
3,8.61291523448671
4,8.45338688660288
5,7.97480184295138
6,7.17716010353222
7,5.5818766246939
8,0.796026188178926
9,8.87073826755159
10,8.83883259797482
11,8.74311558924452
12,8.58358724136069
13,8.10500219770919
14,7.30736045829003
15,5.71207697945171
16,0.926226542936737
17,9.6983800575868
18,9.66647438801003
19,9.57075737927973
20,9.4112290313959
21,8.9326439877444
22,8.13500224832524
23,6.53971876948691
24,1.75386833297195
25,8.74053791279378
26,8.70863224321701
27,8.61291523448671
28,8.45338688660288
29,7.97480184295138
30,7.17716010353222
31,5.5818766246939
32,0.796026188178926
33,9.18760638218004
34,9.15570071260327
35,9.05998370387297
36,8.90045535598914
37,8.42187031233765
38,7.62422857291848
39,6.02894509408016
40,1.24309465756519
41,9.93684443175823
42,8.9967682807207
43,8.52328266409336
44,9.52391165118249
45,9.49200598160573
46,9.39628897287543
47,9.2367606249916
48,8.7581755813401
49,7.96053384192094
50,6.36525036308262
51,1.57939992656764
52,11.3972040058662
53,11.3333926667127
54,11.2695813275592
55,9.22180079600835
56,9.2485836856926
57,9.93864754515641
58,10.6735340868659
59,10.6097227477123
60,10.4501943998285
61,10.2906660519447
62,9.971609356177
63,9.6983800575868
64,9.66647438801003
65,9.57075737927973
66,9.4112290313959
67,8.9326439877444
68,8.13500224832524
69,6.53971876948691
70,1.75386833297195
71,9.35934197052775
72,9.19981362264392
73,9.04028527476009
74,8.88075692687626
75,10.141731708034
76,9.15998554219074
77,9.12807987261398
78,9.03236286388367
79,8.87283451599984
80,8.39424947234835
81,7.59660773292918
82,6.00132425409086
83,1.21547381757589
84,10.5440151171441
85,9.24798086730418
86,9.15226385857389
87,9.05654684984358
88,8.96082984111328
89,8.91230944774884
90,8.88040377817207
91,8.78468676944177
92,8.62515842155794
93,8.14657337790644
94,7.34893163848728
95,5.75364815964896
96,0.967797723133989
97,8.80267932759542
98,8.57987992638413
99,8.54797425680736
100,8.45225724807706
101,8.29272890019323
102,7.81414385654174
103,7.01650211712257
104,5.42121863828425
105,0.63536820176928
106,8.91230944774884
107,8.88040377817207
108,8.78468676944177
109,8.62515842155794
110,8.14657337790644
111,7.34893163848728
112,5.75364815964896
113,0.967797723133989
114,9.50933036081047
115,10.2136469459543
116,9.36905722195404
117,9.33715155237728
118,9.30524588280051
119,9.27334021322374
120,11.6282260686016
121,11.5963203990248
122,11.5644147294481
123,11.5006033902945
124,9.0018884680651
125,8.96998279848833
126,8.87426578975804
127,8.71473744187421
128,8.2361523982227
129,7.43851065880354
130,5.84322717996522
131,9.73780898932484
132,9.21500235226473
133,9.15119101311119
134,9.08737967395766
135,9.02356833480413
136,9.94566517486136
137,8.73258045137694
138,8.5730521034931
139,8.41352375560927
140,8.25399540772544
141,10.4317850812343
142,8.91230944774884
143,8.88040377817207
144,8.78468676944177
145,8.62515842155794
146,8.14657337790644
147,7.34893163848728
148,5.75364815964896
149,0.967797723133989
150,9.69845848544913
151,9.83218710065315
152,9.80028143107638
153,9.70456442234609
154,9.54503607446226
155,9.06645103081076
156,8.26880929139161
157,6.67352581255327
158,1.88767537603831
159,13.2683794259893
160,13.2364737564126
161,13.2045680868358
162,13.172662417259
163,13.1407567476823
164,12.9812283997984
165,12.502643356147
166,11.7050016167278
167,8.91204038841964
168,8.88013471884287
169,8.78441771011257
170,8.62488936222874
171,8.14630431857724
172,7.34866257915808
173,5.75337910031976
174,0.967528663804785
175,9.11434357048332
176,8.95481522259949
177,8.47623017894799
178,8.9926866242938
179,8.62208109260356
180,9.46175854258172
181,9.56566647423091
182,9.50185513507737
183,9.43804379592384
184,9.27851544804001
185,8.17050688955736
186,8.13860121998059
187,8.0428842112503
188,7.88335586336647
189,7.40477081971497
190,6.60712908029581
191,5.01184560145748
192,0.22599516494251
193,7.94470766275065
194,8.44046958499736
195,8.79605943319898
196,8.76415376362221
197,8.66843675489191
198,8.50890840700808
199,8.03032336335658
200,7.23268162393742
201,5.6373981450991
202,0.85154770858413
203,8.79605943319898
204,8.76415376362221
205,8.66843675489191
206,8.50890840700808
207,8.03032336335658
208,7.23268162393742
209,5.6373981450991
210,0.85154770858413
211,9.18760638218004
212,9.15570071260327
213,9.05998370387297
214,8.90045535598914
215,8.42187031233765
216,7.62422857291848
217,6.02894509408016
218,1.24309465756519
219,8.79605943319898
220,8.76415376362221
221,8.66843675489191
222,8.50890840700808
223,8.03032336335658
224,7.23268162393742
