id,cost
1,14.6614017912257
2,14.6061467463395
3,14.4403816116806
4,14.1641063872492
5,13.3352807139548
6,11.9539045917975
7,9.19115234748308
8,0.902895614539442
9,13.1828039944248
10,13.1275489495386
11,12.9617838148797
12,12.6855085904483
13,11.8566829171539
14,10.4753067949966
15,7.71255455068217
16,-0.575702182261464
17,14.1702948852369
18,14.1150398403506
19,13.9492747056918
20,13.6729994812604
21,12.8441738079659
22,11.4627976858087
23,8.70004544149424
24,0.411788708550609
25,14.6614017912257
26,14.6061467463395
27,14.4403816116806
28,14.1641063872492
29,13.3352807139548
30,11.9539045917975
31,9.19115234748308
32,0.902895614539442
33,14.1222388837419
34,14.0669838388556
35,13.9012187041968
36,13.6249434797654
37,12.7961178064709
38,11.4147416843137
39,8.65198943999922
40,0.363732707055579
41,24.2363562419116
42,23.683175637455
43,12.7443661596509
44,13.8951421580272
45,13.8398871131409
46,13.6741219784821
47,13.3978467540507
48,12.5690210807562
49,11.187644958599
50,8.42489271428452
51,0.136635981340884
52,24.8611221599757
53,24.7506120702031
54,24.6401019804306
55,18.784046811929
56,21.1208549371603
57,25.0197364587208
58,22.7539407086382
59,22.6434306188656
60,22.3671553944342
61,22.0908801700026
62,21.5383297211398
63,14.1702948852369
64,14.1150398403506
65,13.9492747056918
66,13.6729994812604
67,12.8441738079659
68,11.4627976858087
69,8.70004544149424
70,0.411788708550609
71,17.3352189142838
72,17.0589436898524
73,16.7826684654208
74,16.5063932409894
75,24.8963592171533
76,13.8549923594583
77,13.799737314572
78,13.6339721799132
79,13.3576969554818
80,12.5288712821874
81,11.1474951600301
82,8.38474291571565
83,0.0964861827720118
84,22.783615887441
85,15.4239705432356
86,15.2582054085767
87,15.0924402739179
88,14.9266751392588
89,12.8931476413985
90,12.8378925965122
91,12.6721274618533
92,12.3958522374219
93,11.5670265641275
94,10.1856504419703
95,7.4228981976558
96,-0.865358535287831
97,21.5618559229158
98,14.5198723261578
99,14.4646172812715
100,14.2988521466127
101,14.0225769221813
102,13.1937512488868
103,11.8123751267296
104,9.04962288241512
105,0.761366149471488
106,12.8931476413985
107,12.8378925965122
108,12.6721274618533
109,12.3958522374219
110,11.5670265641275
111,10.1856504419703
112,7.4228981976558
113,-0.865358535287831
114,18.1970071544546
115,21.7473288214725
116,15.3818244711325
117,15.3265694262462
118,15.2713143813599
119,15.2160593364736
120,24.2453455608025
121,24.1900905159162
122,24.1348354710299
123,24.0243253812574
124,14.9747438960396
125,14.9194888511534
126,14.7537237164945
127,14.4774484920631
128,13.6486228187687
129,12.2672466966115
130,9.50449445229698
131,17.0236223290381
132,16.4573613145553
133,16.3468512247827
134,16.2363411350102
135,16.1258310452376
136,17.0902705195779
137,15.7077468145566
138,15.431471590125
139,15.1551963656936
140,14.8789211412622
141,25.9065832884108
142,12.8931476413985
143,12.8378925965122
144,12.6721274618533
145,12.3958522374219
146,11.5670265641275
147,10.1856504419703
148,7.4228981976558
149,-0.865358535287831
150,22.0705076325079
151,14.090842629051
152,14.0355875841647
153,13.8698224495058
154,13.5935472250744
155,12.76472155178
156,11.3833454296228
157,8.62059318530829
158,0.332336452364656
159,29.6199089109483
160,29.564653866062
161,29.5093988211757
162,29.4541437762894
163,29.3988887314032
164,29.1226135069718
165,28.2937878336773
166,26.9124117115201
167,12.8926652229687
168,12.8374101780824
169,12.6716450434236
170,12.3953698189922
171,11.5665441456977
172,10.1851680235405
173,7.42241577922602
174,-0.865840953717614
175,16.0717313545638
176,15.7954561301324
177,14.9666304568379
178,18.7700496275251
179,14.8480864857292
180,14.6181666024796
181,16.6249697778535
182,16.514459688081
183,16.4039495983084
184,16.127674373877
185,13.3697509215706
186,13.3144958766843
187,13.1487307420255
188,12.8724555175941
189,12.0436298442996
190,10.6622537221424
191,7.89950147782794
192,-0.388755255115697
193,13.595902464039
194,15.3392083976912
195,13.8148425608894
196,13.7595875160031
197,13.5938223813443
198,13.3175471569129
199,12.4887214836184
200,11.1073453614612
201,8.34459311714672
202,0.0563363842030831
203,13.8148425608894
204,13.7595875160031
205,13.5938223813443
206,13.3175471569129
207,12.4887214836184
208,11.1073453614612
209,8.34459311714672
210,0.0563363842030831
211,14.1222388837419
212,14.0669838388556
213,13.9012187041968
214,13.6249434797654
215,12.7961178064709
216,11.4147416843137
217,8.65198943999922
218,0.363732707055579
219,13.8148425608894
220,13.7595875160031
221,13.5938223813443
222,13.3175471569129
223,12.4887214836184
224,11.1073453614612
225,8.34459311714672
226,0.0563363842030831
227,13.8148425608894
228,13.7595875160031
229,13.5938223813443
230,13.3175471569129
231,12.4887214836184
232,11.1073453614612
233,8.34459311714672
234,0.0563363842030831
235,13.8148425608894
236,13.7595875160031
237,13.5938223813443
238,13.3175471569129
239,12.4887214836184
240,11.1073453614612
241,8.34459311714672
242,0.0563363842030831
243,13.9231478206727
244,13.8126377309002
245,13.7021276411276
246,13.5916175513551
247,12.8931476413985
248,12.8378925965122
249,12.6721274618533
250,12.3958522374219
251,11.5670265641275
252,10.1856504419703
253,7.4228981976558
254,-0.865358535287831
255,22.9959015043381
256,13.8148425608894
257,13.7595875160031
258,13.5938223813443
259,13.3175471569129
260,12.4887214836184
261,11.1073453614612
262,8.34459311714672
263,0.0563363842030831
264,26.7626386842393
265,13.8951421580272
266,13.8398871131409
267,13.6741219784821
268,13.3978467540507
269,12.5690210807562
270,11.187644958599
271,8.42489271428452
272,0.136635981340884
273,15.08802266756
274,20.2463682450517
275,13.6765494398309
276,13.6212943949446
277,13.4555292602858
278,13.1792540358544
279,12.3504283625599
280,10.9690522404027
281,8.20629999608822
282,-0.0819567368554139
283,14.2428503968972
284,13.2738487800268
285,15.4181460730905
286,15.3076359833179
287,15.1971258935454
288,15.0866158037728
289,13.3697509215706
290,13.3144958766843
291,13.1487307420255
292,12.8724555175941
293,12.0436298442996
294,10.6622537221424
295,7.89950147782794
296,-0.388755255115697
297,12.8931476413985
298,12.8378925965122
299,12.6721274618533
300,12.3958522374219
301,11.5670265641275
302,10.1856504419703
303,7.4228981976558
304,-0.865358535287831
305,9.91450114585708
306,15.2156050148651
307,13.8951421580272
308,13.8398871131409
309,13.6741219784821
310,13.3978467540507
311,12.5690210807562
312,11.187644958599
313,8.42489271428452
314,0.136635981340884
315,12.7773672182348
316,12.7221121733485
317,12.5563470386897
318,12.2800718142583
319,11.4512461409639
320,10.0698700188066
321,7.30711777449216
322,-0.981138958451473
323,27.9780308475059
324,13.8951421580272
325,13.8398871131409
326,13.6741219784821
327,13.3978467540507
328,12.5690210807562
329,11.187644958599
330,8.42489271428452
331,0.136635981340884
332,13.8951421580272
333,13.8398871131409
334,13.6741219784821
335,13.3978467540507
336,12.5690210807562
337,11.187644958599
338,8.42489271428452
339,0.136635981340884
340,13.8951421580272
341,13.8398871131409
342,13.6741219784821
343,13.3978467540507
344,12.5690210807562
345,11.187644958599
346,8.42489271428452
347,0.136635981340884
348,24.1963575794386
349,24.0858474896661
350,23.9753373998935
351,23.6990621754621
352,23.4227869510305
353,22.8702365021677
354,9.01229316669427
355,14.8653917743937
356,14.5891165499623
357,14.3128413255306
358,9.67141176894303
359,8.8425860956486
360,7.46120997349137
361,14.7320173519239
362,11.5167336960912
363,14.5125878235195
364,14.2363125990881
365,13.9600373746565
366,13.683762150225
367,13.1312117013622
368,12.5786612524992
369,20.6365381777863
370,14.1222388837419
371,14.0669838388556
372,13.9012187041968
373,13.6249434797654
374,12.7961178064709
375,11.4147416843137
376,8.65198943999922
377,0.363732707055579
378,14.5589419017047
379,14.5036868568184
380,14.4484318119321
381,14.3931767670458
382,14.3379217221596
383,14.090842629051
384,14.0355875841647
385,13.8698224495058
386,13.5935472250744
387,12.76472155178
388,11.3833454296228
389,8.62059318530829
390,0.332336452364656
391,13.8951421580272
392,13.8398871131409
393,13.6741219784821
394,13.3978467540507
395,12.5690210807562
396,11.187644958599
397,8.42489271428452
398,0.136635981340884
399,14.090842629051
400,14.0355875841647
401,13.8698224495058
402,13.5935472250744
403,12.76472155178
404,11.3833454296228
405,8.62059318530829
406,0.332336452364656
407,20.1357357256198
408,20.0252256358472
409,19.9147155460747
410,15.0574776464891
411,17.8256959616066
412,14.090842629051
413,14.0355875841647
414,13.8698224495058
415,13.5935472250744
416,12.76472155178
417,11.3833454296228
418,8.62059318530829
419,0.332336452364656
420,14.090842629051
421,14.0355875841647
422,13.8698224495058
423,13.5935472250744
424,12.76472155178
425,11.3833454296228
426,8.62059318530829
427,0.332336452364656
428,14.090842629051
429,14.0355875841647
430,13.8698224495058
431,13.5935472250744
432,12.76472155178
433,11.3833454296228
434,8.62059318530829
435,0.332336452364656
436,14.090842629051
437,14.0355875841647
438,13.8698224495058
439,13.5935472250744
440,12.76472155178
441,11.3833454296228
442,8.62059318530829
443,0.332336452364656
444,15.0125375485419
445,14.9572825036556
446,14.7915173689967
447,14.5152421445653
448,13.6864164712709
449,12.3050403491137
450,9.5422881047992
451,1.25403137185557
452,13.8148425608894
453,13.7595875160031
454,13.5938223813443
455,13.3175471569129
456,12.4887214836184
457,11.1073453614612
458,8.34459311714672
459,0.0563363842030831
460,14.5198723261578
461,14.4646172812715
462,14.2988521466127
463,14.0225769221813
464,13.1937512488868
465,11.8123751267296
466,9.04962288241512
467,0.761366149471488
468,22.0668258790626
469,21.95631578929
470,21.8458056995172
471,21.6247855199721
472,21.403765340427
473,14.1702948852369
474,14.1150398403506
475,13.9492747056918
476,13.6729994812604
477,12.8441738079659
478,11.4627976858087
479,8.70004544149424
480,0.411788708550609
481,14.1702948852369
482,14.1150398403506
483,13.9492747056918
484,13.6729994812604
485,12.8441738079659
486,11.4627976858087
487,8.70004544149424
488,0.411788708550609
489,32.0089683473096
490,14.3888350011771
491,14.167814821632
492,13.9467946420866
493,13.7257744625415
494,14.0741828822468
495,14.0189278373605
496,13.8531627027017
497,13.5768874782703
498,12.7480618049758
499,11.3666856828186
500,8.60393343850413
501,0.315676705560495
502,14.0741828822468
503,14.0189278373605
504,13.8531627027017
505,13.5768874782703
506,12.7480618049758
507,11.3666856828186
508,8.60393343850413
509,0.315676705560495
510,14.0741828822468
511,14.0189278373605
512,13.8531627027017
513,13.5768874782703
514,12.7480618049758
515,11.3666856828186
516,8.60393343850413
517,0.315676705560495
518,17.8685462675098
519,17.5922710430782
520,17.3159958186468
521,28.9922357397326
522,12.8931476413985
523,12.8378925965122
524,12.6721274618533
525,12.3958522374219
526,11.5670265641275
527,10.1856504419703
528,7.4228981976558
529,-0.865358535287831
530,12.1962993553904
531,23.4314177052175
532,15.535071892039
533,25.4103207109615
534,15.0296084907944
535,14.9743534459081
536,23.595084606082
537,23.4845745163095
538,23.3740644265369
539,23.0977892021055
